municipality,name,iata_code,coordinates
Pontianak,Supadio International Airport,PNK,"-0.152258, 109.404493"
Putussibau-Borneo Island,Pangsuma Airport,PSU,"0.834579, 112.940217"
Sintang,Tebelian Airport,SQG,"-0.045214, 111.458049"
Jambi,Sultan Thaha Airport,DJB,"-1.638685, 103.645063"
Lubuk Linggau,Silampari Airport,LLJ,"-3.288165, 102.91449"
Muara Bungo,Muara Bungo Airport,BUU,"-1.541635, 102.181613"
Pangkal Pinang,Depati Amir Airport,PGK,"-2.1622, 106.139"
Bengkulu,Fatmawati Soekarno Airport,BKS,"-3.8637, 102.338997"
Palembang,Sultan Mahmud Badaruddin II Airport,PLM,"-2.897653, 104.698147"
Talang Gudang-Sumatra Island,Pendopo Airport,PDO,"-3.2860701084136963, 103.87999725341797"
Padang (Katapiang),Minangkabau International Airport,PDG,"-0.785964, 100.280384"
Bentayan,Atung Bungsu Airport,PXA,"-4.0225, 103.379167"
Tapaktuan,Teuku Cut Ali Airport,TPK,"3.16904, 97.288299"
Kuala Pesisir,Cut Nyak Dhien Airport,MEQ,"4.040998, 96.253312"
Lubang,Lasikin Airport,LKI,"2.411328, 96.327722"
Takengon,Rembele Airport,TXE,"4.72113, 96.851943"
Lhok Sukon-Sumatra Island,Lhok Sukon Airport,LSX,"5.06951, 97.259201"
Sabang,Maimun Saleh Airport,SBG,"5.874668, 95.33967"
Banda Aceh,Sultan Iskandar Muda International Airport,BTJ,"5.525087, 95.41997"
Taman Negara,Sungai Tiang Airport,SXT,"4.330277919769287, 102.3949966430664"
Mersing,Mersing Airport,MEP,"2.389148, 103.874183"
Sitiawan,Sitiawan Airport,SWY,"4.2222, 100.6993"
Taiping,Taiping (Tekah) Airport,TPG,"4.866432, 100.715381"
Tioman Island,Tioman Airport,TOD,"2.81818, 104.160004"
Alor Satar,Sultan Abdul Halim Airport,AOR,"6.189670085906982, 100.39800262451172"
Butterworth,RMAF Butterworth Air Base,BWH,"5.46592, 100.390999"
Kota Baharu,Sultan Ismail Petra Airport,KBR,"6.1668500900268555, 102.29299926757812"
Kuantan,Kuantan Airport,KUA,"3.7753899097442627, 103.20899963378906"
Kerteh,Kerteh Airport,KTE,"4.53722, 103.427002"
Ipoh,Sultan Azlan Shah Airport,IPH,"4.56733, 101.091643"
Johor Bahru,Senai International Airport,JHB,"1.64131, 103.669998"
Sepang,Kuala Lumpur International Airport,KUL,"2.74558, 101.709999"
Langkawi,Langkawi International Airport,LGK,"6.32973, 99.728699"
Malacca,Malacca International Airport,MKZ,"2.265613, 102.252778"
Kuala Terengganu,Sultan Mahmud Airport,TGG,"5.3826398849487305, 103.10299682617188"
Penang,Penang International Airport,PEN,"5.296303, 100.276185"
Pangkor Island,Pulau Pangkor Airport,PKG,"4.244719982147217, 100.5530014038086"
Redang,LTS Pulau Redang Airport,RDN,"5.764804, 103.004942"
Subang,Sultan Abdul Aziz Shah International Airport,SZB,"3.13058, 101.549004"
Decatur,Decatur Shores Airport,DTR,"48.500171, -122.813973"
Saumlaki-Yamdena Island,Mathilda Batlayeri Airport,SXK,"-7.848354, 131.337068"
Vila,Atauro Airport,AUT,"-8.243133, 125.606378"
TL,"Commander in Chief of FALINTIL,Suai,WPDB,,"-9.301856, 125.286302"
Dili,Presidente Nicolau Lobato International Airport,DIL,"-8.546562, 125.524507"
Baucau,Baucau Airport,BCH,"-8.486479, 126.399981"
Maliana,Maliana Airport,MPT,"-8.97224, 125.214996"
Oecussi-Ambeno,Oecusse Route of the Sandalwood International Airport,OEC,"-9.198419, 124.337873"
Viqueque,Viqueque Airport,VIQ,"-8.88379955291748, 126.37300109863281"
Sanggata,Sangkimah Airport,SGQ,"0.384421, 117.542832"
Long Bawan,Yuvai Semaring Airport,LBW,"3.900495, 115.690089"
Bontang-Borneo Island,LNG Badak Airport,BXT,"0.121656, 117.476558"
Nunukan-Nunukan Island,Nunukan Airport,NNX,"4.134001, 117.669546"
Tanah Grogot,Tanah Grogot Airport,TNB,"-1.885541, 116.256809"
Long Apung-Borneo Island,Long Apung Airport,LPU,"1.706932, 114.969934"
Paya Lebar,Paya Lebar Air Base,QPG,"1.36042, 103.910004"
Western Water Catchment,Tengah Air Base,TGA,"1.387561, 103.708291"
Steamboat Bay,Steamboat Bay Seaplane Base,WSB,"55.532662, -133.638167"
San Juan,San Juan /Uganik/ Seaplane Base,UGI,"57.7304, -153.320999"
Wiseman,Wiseman Airport,WSM,"67.4046020508, -150.123001099"
Seletar,Seletar Airport,XSP,"1.41555, 103.86673"
Singapore,Singapore Changi Airport,SIN,"1.35019, 103.994003"
Glendale,Glendale Fokker Field,GWV,"39.948699951200005, -80.7594985962"
Urad Middle Banner,Urad Middle Banner Airport,WZQ,"41.460289, 108.539085"
Miami,Miami Seaplane Base,MPB,"25.783075, -80.177545"
Blubber Bay,Blubber Bay Seaplane Base,XBB,"49.793958, -124.621064"
Xinguara,Xinguara Municipal Airport,XIG,"-7.0906, -49.9765"
Maramag,Maramag Airport,XMA,"7.7538, 125.0333"
New Barag Right Banner,New Barag Right Banner Baogede Airport,XRQ,"48.575585, 116.939382"
Sé,Macau Heliport at Outer Harbour Ferry Terminal,XZM,"22.196242, 113.55936"
Waukon,Waukon Municipal Airport,UKN,"43.280498504639, -91.469497680664"
Albany,Albany Airport,ALH,"-34.943333, 117.808889"
Abingdon Downs,Abingdon Downs Airport,ABG,"-17.608814, 143.183531"
,Alton Downs Airport,AWN,"-26.488959, 139.259906"
,Augustus Downs Airport,AUD,"-18.5087, 139.882084"
Saturna Island,Lyall Harbour Seaplane Base,YAJ,"48.795274, -123.181801"
Marla,Marla Airport,MRP,"-27.334298, 133.627696"
,Alexandria Homestead Airport,AXL,"-19.060199737548828, 136.7100067138672"
,Aramac Airport,AXC,"-22.95788, 145.249504"
Andamooka,Andamooka Airport,ADO,"-30.438299, 137.136993"
,Ammaroo Airport,AMX,"-21.738300323486328, 135.24200439453125"
,Amata Airport,AMT,"-26.097363, 131.202732"
,West Angelas Airport,WLP,"-23.1355555556, 118.707222222"
,Anthony Lagoon Airport,AYL,"-18.018079031, 135.535068512"
Alpha,Alpha Airport,ABH,"-23.652849, 146.582668"
Maple Bay,Maple Bay Seaplane Base,YAQ,"48.8167, -123.6084"
Ararat,Ararat Airport,ARY,"-37.309978, 142.988688"
,Argyle Airport,GYL,"-16.636944, 128.451389"
Armidale,Armidale Airport,ARM,"-30.528099060099997, 151.617004395"
Tanbar,Arrabury Airport,AAB,"-26.69639, 141.048718"
Aurukun,Aurukun Airport,AUU,"-13.354019, 141.720028"
,Austral Downs Airport,AWP,"-20.5, 137.75"
Auvergne Station,Auvergne Airport,AVG,"-15.690555, 130.008818"
Yulara,Ayers Rock Connellan Airport,AYQ,"-25.185913, 130.97703"
Ayr,Ayr Airport,AYR,"-19.595832, 147.324495"
Wunaamin Miliwundi Ranges,Mount Barnett Airport,MBN,"-16.741453, 125.905608"
Barcaldine,Barcaldine Airport,BCI,"-23.566268, 145.302086"
Alice Springs,Alice Springs Airport,ASP,"-23.806588, 133.903427"
Badu Island,Badu Island Airport,BDD,"-10.14955, 142.173665"
,Barkly Downs Airport,BKP,"-20.4958333333, 138.474722222"
Brisbane,Brisbane International Airport,BNE,"-27.384199142456055, 153.11700439453125"
Gold Coast,Gold Coast Airport,OOL,"-28.165962, 153.506641"
Blackall,Blackall Airport,BKQ,"-24.431678, 145.429716"
Cairns,Cairns International Airport,CNS,"-16.878921, 145.74948"
Charleville,Charleville Airport,CTL,"-26.4132995605, 146.261993408"
,Bedford Downs Airport,BDW,"-17.286699295, 127.462997437"
,Bendigo Airport,BXG,"-36.739399, 144.330002"
,Birdsville Airport,BVI,"-25.897499084472656, 139.34800720214844"
Pumululu National Park,Bellburn Airstrip,BXF,"-17.545, 128.305"
,Betoota Airport,BTX,"-25.694791, 140.738339"
Dampier Peninsula,Beagle Bay Airport,BEE,"-17.0165, 122.6464"
,Boolgeeda,OCM,"-22.541111, 117.269444"
Balgo,Balgo Hill Airport,BQW,"-20.148333, 127.973889"
Bull Harbour,Bull Harbour Water Aerodrome,YBH,"50.9179, -127.9372"
Broken Hill,Broken Hill Airport,BHQ,"-32.0013999939, 141.472000122"
Hamilton Island,Hamilton Island Airport,HTI,"-20.3581008911, 148.95199585"
Bedourie,Bedourie Airport,BEU,"-24.3461, 139.460007"
,Billiluna Airport,BIW,"-19.566699981699998, 127.666999817"
Lakefield National Park,Bizant Airport,BZP,"-14.7402777778, 144.119444444"
Baie-Johan-Beetz,Baie-Johan-Beetz Water Aerodrome,YBJ,"50.283745, -62.81004"
,Bourke Airport,BRK,"-30.039199829101562, 145.95199584960938"
,Burketown Airport,BUC,"-17.748600006103516, 139.53399658203125"
Benalla,Benalla Airport,BLN,"-36.551899, 146.007004"
,Balcanoona Airport,LCN,"-30.535, 139.337006"
Biloela,Biloela Airport,ZBL,"-24.320816, 150.509627"
,Bollon Airport,BLS,"-28.051247, 147.481799"
Busselton,Busselton Margaret River Regional Airport,BQB,"-33.687222, 115.400278"
Mount Isa,Mount Isa Airport,ISA,"-20.66638, 139.488468"
,Bloomfield River Airport,BFC,"-15.8736000061, 145.330001831"
Mackay,Mackay Airport,MKY,"-21.170816, 149.182588"
Ballina,Ballina Byron Gateway Airport,BNK,"-28.833236, 153.561471"
Bairnsdale,Bairnsdale Airport,BSJ,"-37.887539, 147.569379"
Boigu Island,Boigu Island Airport,GIC,"-9.23278, 142.218002"
,Oakey Army Aviation Centre,OKY,"-27.409262, 151.736727"
,Boulia Airport,BQL,"-22.913299560546875, 139.89999389648438"
,Brampton Island Airport,BMP,"-20.804633, 149.279931"
Proserpine,Proserpine Whitsunday Coast Airport,PPP,"-20.494416, 148.553583"
Thetis Island,Telegraph Harbour Seaplane Base,YBQ,"48.97, -123.664"
Rockhampton,Rockhampton Airport,ROK,"-23.380019, 150.475359"
,Borroloola Airport,BOX,"-16.0753, 136.302002"
Broome,Broome International Airport,BME,"-17.949194, 122.2283"
,Balranald Airport,BZD,"-34.624834, 143.577114"
,Brunette Downs Airport,BTD,"-18.637472, 135.938355"
,Brewarrina Airport,BWQ,"-29.975792, 146.81438"
,Barimunya Airport,BYP,"-22.673889, 119.166111"
Maroochydore,Sunshine Coast Airport,MCY,"-26.593324, 153.08319"
Bathurst,Bathurst Airport,BHS,"-33.406817, 149.651161"
Wurrumiyanga,Bathurst Island Airport,BRT,"-11.764966, 130.615774"
Townsville,Townsville Airport / RAAF Base Townsville,TSV,"-19.252904, 146.766512"
,Blackwater Airport,BLT,"-23.6031, 148.807007"
,Batavia Downs Airport,BVW,"-12.6592, 142.675003"
Bundaberg,Bundaberg Airport,BDB,"-24.905039, 152.322612"
,Bunbury Airport,BUY,"-33.378056, 115.676944"
,Bulimba Airport,BIP,"-16.8808002472, 143.479003906"
Bowen,Bowen Airport,ZBO,"-20.017999, 148.215245"
Weipa,Weipa Airport,WEI,"-12.677493, 141.922618"
,Bolwarra Airport,BCK,"-17.388299942, 144.169006348"
Toowoomba,Toowoomba Wellcamp Airport,WTB,"-27.558332, 151.793335"
,Barrow Island Airport,BWB,"-20.864444, 115.406111"
Wunaamin Miliwundi Ranges,Beverley Springs Airport,BVZ,"-16.732756, 125.439105"
,Cattle Creek Airport,CTR,"-17.607000351, 131.548995972"
,Caiguna Airport,CGV,"-32.280457, 125.477943"
,Coolah Airport,CLH,"-31.773864, 149.615322"
Carnarvon,Carnarvon Airport,CVQ,"-24.884337, 113.666393"
,Casino Airport,CSI,"-28.881304, 153.060724"
,Cobar Airport,CAZ,"-31.538299560546875, 145.79400634765625"
,Coonabarabran Airport,COJ,"-31.3325, 149.266998"
Canobie,Canobie Airport,CBY,"-19.479400634799998, 140.927001953"
Cape Barren Island,Cape Barren Island Airport,CBI,"-40.390537, 148.016933"
Coober Pedy,Coober Pedy Airport,CPD,"-29.038312, 134.722166"
,Collarenebri Airport,CRB,"-29.523239, 148.578243"
Chinchilla,Chinchilla Airport,CCL,"-26.771947, 150.617571"
,Coconut Island Airport,CNC,"-10.050139, 143.070007"
Cloncurry,Cloncurry Airport,CNJ,"-20.668600082399998, 140.503997803"
,Condobolin Airport,CBX,"-33.06565, 147.21316"
Caloundra,Caloundra Airport,CUD,"-26.80336, 153.104975"
,Ceduna Airport,CED,"-32.13059997558594, 133.7100067138672"
,Cleve Airport,CVC,"-33.709702, 136.505005"
Cortes Bay,Cortes Bay Water Aerodrome,YCF,"50.063, -124.930002"
,Camfield Airport,CFI,"-17.021699905395508, 131.32699584960938"
Clifton Hills,Clifton Hills Airport,CFH,"-27.018299, 138.891998"
,Cape Flattery Airport,CQP,"-14.970832, 145.311667"
Coffs Harbour,Coffs Harbour Airport,CFS,"-30.320601, 153.115997"
Chillagoe,Chillagoe Airport,LLG,"-17.138386, 144.528494"
Cherrabah Homestead Resort,Cherrabah Airport,CRH,"-28.4301, 152.08895"
Christmas Creek Mine,Christmas Creek Airport,CKW,"-22.354302, 119.642603"
,Charters Towers Airport,CXT,"-20.0431, 146.272995"
Derby,RAAF Base Curtin,DCN,"-17.581389, 123.828333"
,Croker Island Airport,CKI,"-11.165, 132.483002"
,Cooktown Airport,CTN,"-15.443649, 145.183221"
,Clermont Airport,CMQ,"-22.7731, 147.621002"
,Cunnamulla Airport,CMA,"-28.030000686645508, 145.6219940185547"
,Camooweal Airport,CML,"-19.911699, 138.125"
,Camp Nifty Airport,NIF,"-21.6717, 121.586998"
,Cessnock Airport,CES,"-32.787498, 151.341995"
,Coonamble Airport,CNB,"-30.980946, 148.377833"
Cordillo Downs,Cordillo Downs Airport,ODL,"-26.74530029296875, 140.63800048828125"
Coen,Coen Airport,CUQ,"-13.761133, 143.113311"
Collie,Collie Airport,CIE,"-33.3666992188, 116.217002869"
Cooma,Cooma Snowy Mountains Airport,OOM,"-36.300445, 148.972408"
,Cooinda Airport,CDA,"-12.903300285339355, 132.53199768066406"
,Corowa Airport,CWW,"-35.994701, 146.356995"
Carpentaria Downs,Carpentaria Downs Airport,CFP,"-18.718481, 144.313028"
,Corryong Airport,CYG,"-36.18280029296875, 147.88800048828125"
Wangkat Jungka,Christmas Creek Station Airport,CXQ,"-18.8728, 125.934"
,Croydon Airport,CDQ,"-18.225000381469727, 142.25799560546875"
,Collinsville Airport,KCE,"-20.59670066833496, 147.86000061035156"
,Cootamundra Airport,CMD,"-34.624283, 148.036641"
,Cudal Airport,CUG,"-33.278026, 148.768708"
,Cue Airport,CUY,"-27.450663, 117.917703"
Coondewanna,Coondewanna Airport,CJF,"-22.966667, 118.813333"
,Cowarie Airport,CWR,"-27.711700439453125, 138.3280029296875"
,Cowell Airport,CCW,"-33.666698, 136.891998"
,Cowra Airport,CWT,"-33.846894, 148.648007"
Coolawanyah Station,Coolawanyah Airport,COY,"-21.7946, 117.755"
,Dajarra Airport,DJR,"-21.70829963684082, 139.5330047607422"
,Dalby Airport,DBY,"-27.158476, 151.263428"
,Dirranbandi Airport,DRN,"-28.587912, 148.217161"
Maramie,Dunbar Airport,DNB,"-16.047394, 142.394415"
Derby,Derby Airport,DRB,"-17.37193, 123.66221"
Palmer,Drumduff Airport,DFP,"-16.052124, 143.013339"
Whitsundays,Daydream Island Helipad,DDI,"-20.2603, 148.8136"
,Dalgaranga Gold Mine Airport,DGD,"-27.829722, 117.316389"
Drysdale River,Doongan Airport,DNG,"-15.386429, 126.302235"
New Dixie,Dixie Airport,DXD,"-15.1174944348, 143.316049576"
Dunk Island,Dunk Island Airport,DKI,"-17.93913, 146.141447"
Dulkaninna,Dulkaninna Airport,DLK,"-29.0132999420166, 138.4810028076172"
Deniliquin,Deniliquin Airport,DNQ,"-35.5593986511, 144.945999146"
,Delta Downs Airport,DDN,"-16.99169921875, 141.31700134277344"
,Delissaville Airport,DLV,"-12.550000190734863, 130.68499755859375"
Daly Waters,Daly Waters Airport,DYW,"-16.264695066399998, 133.383378983"
,Doomadgee Airport,DMD,"-17.9403, 138.822006"
Nauiyu,Daly River Airport,DVR,"-13.749806, 130.693878"
Darnley Island,Darnley Island Airport,NLF,"-9.579176, 143.780276"
Dorunda Outstation,Dorunda Airport,DRD,"-16.5537, 141.8238"
,Davenport Downs Airport,DVP,"-24.149999618530273, 141.10800170898438"
Devonport,Devonport Airport,DPO,"-41.1697006226, 146.429992676"
Port Denison,Dongara Airport,DOX,"-29.298128, 114.927334"
Drysdale River,Drysdale River Airport,DRY,"-15.71357, 126.381097"
,Durham Downs Airport,DHD,"-27.075000762939453, 141.89999389648438"
,Durrie Airport,DRR,"-25.684999465942383, 140.22799682617188"
North Stradbroke Island,Dunwich Airport,SRR,"-27.519005, 153.427618"
Kaltukatjara,Docker River Airport,DKV,"-24.859533, 129.122209"
,Dysart Airport,DYA,"-22.6222, 148.363998"
Ar Rawdah,Ar Rawdah Airport,RXA,"14.44872, 47.27955"
,Echuca Airport,ECH,"-36.15719985961914, 144.76199340820312"
,Eucla Airport,EUC,"-31.707084, 128.877243"
Etadunna,Etadunna Airport,ETD,"-28.740801, 138.589005"
Eneabba,Eneabba Airport,ENB,"-29.832500457763672, 115.24600219726562"
Einasleigh,Einasleigh Airport,EIH,"-18.503299713100002, 144.093994141"
Elcho Island,Elcho Island Airport,ELC,"-12.019399642899998, 135.570999146"
,Elkedra Airport,EKD,"-21.172500610399997, 135.444000244"
Emerald,Emerald Airport,EMD,"-23.5674991608, 148.179000854"
Ghan,Erldunda Airport,EDD,"-25.206106, 133.254161"
,Ernabella Airport,ERB,"-26.2632999420166, 132.1820068359375"
Elrose Mine,Elrose Airport,ERQ,"-20.9764, 141.0066"
Esperance,Esperance Airport,EPR,"-33.684399, 121.822998"
Eva Downs,Eva Downs Airport,EVD,"-18.0009994507, 134.863006592"
,Evans Head Aerodrome,EVH,"-29.101786, 153.419255"
,Eliwana,WHB,"-22.428395, 116.887879"
Exmouth,Exmouth Airport,EXM,"-22.040677, 114.102663"
Forbes,Forbes Airport,FRB,"-33.363602, 147.934998"
Cloudbreak Village,Fortescue - Dave Forrest Aerodrome,KFE,"-22.290754, 119.437143"
,Finley Airport,FLY,"-35.658918, 145.561214"
Whitemark,Flinders Island Airport,FLS,"-40.091702, 147.992996"
,Flora Valley Airport,FVL,"-18.297844, 128.455897"
Finke,Finke Airport,FIK,"-25.5946998596, 134.582992554"
,Forrest Airport,FOS,"-30.83662, 128.112811"
Oombulgurri,Oombulgurri Airport,FVR,"-15.1647, 127.8401"
,Forster (Wallis Is) Airport,FOT,"-32.202489, 152.481136"
Fremantle,Fremantle Heliport,JFM,"-32.045149, 115.733022"
,Fitzroy Crossing Airport,FIZ,"-18.183596, 125.559783"
Chongqing,Yongchuan Da'an General Airport,YGA,"29.356667, 106.010441"
Gamboola,Gamboola Airport,GBP,"-16.54412, 143.668155"
Gayndah,Gayndah Airport,GAH,"-25.615939, 151.62055"
,South Goulburn Is Airport,GBL,"-11.65, 133.382004"
,Gunnedah Airport,GUH,"-30.957511, 150.248981"
,Goondiwindi Airport,GOO,"-28.5214, 150.320007"
Gordon Downs,Gordon Downs Airport,GDD,"-18.6781005859375, 128.5919952392578"
,Gregory Downs Airport,GGD,"-18.625, 139.23300170898438"
Gorge Harbour,Gorge Harbour Seaplane Base,YGE,"50.0994, -125.0235"
Moonyoonooka,Geraldton Airport,GET,"-28.796101, 114.707001"
Grafton,Clarence Valley Regional Airport,GFN,"-29.754795, 153.031234"
Ginbata,Ginbata Airport,GBW,"-22.5812, 120.03553"
Gibb,Gibb River Airport,GBV,"-16.418661, 126.445685"
Great Keppel Island,Great Keppel Is Airport,GKL,"-23.184575, 150.94164"
Gladstone,Gladstone Airport,GLT,"-23.869763, 151.225439"
,Goulburn Airport,GUL,"-34.810298919677734, 149.7259979248047"
,Glengyle Airport,GLG,"-24.808300018310547, 139.60000610351562"
Glen Innes,Glen Innes Airport,GLI,"-29.676029, 151.691156"
,Glenormiston Airport,GLM,"-22.8883, 138.824997"
Broughton Island,Greenway Sound Seaplane Base,YGN,"50.839, -126.775"
Grenfell,Grenfell Airport,GFE,"-34, 148.132995605"
,Greenvale Airport,GVP,"-18.9966, 145.0136"
Mount Gordon Mine,Mount Gordon Airport,GPD,"-19.77265, 139.40425"
Pirlangimpi,Garden Point Airport,GPN,"-11.399686, 130.425568"
Gascoyne Junction,Gascoyne Junction Airport,GSC,"-25.0546, 115.2026"
Groote Eylandt,Groote Eylandt Airport,GTE,"-13.972405, 136.458553"
Griffith,Griffith Airport,GFF,"-34.2508010864, 146.067001343"
Georgetown,Georgetown Airport,GTT,"-18.302676, 143.530925"
George Town,George Town Airport,GEE,"-41.079491, 146.839061"
,Gympie Airport,GYP,"-26.290149, 152.702998"
Hawker,Wilpena Pound Airport,HWK,"-31.855907, 138.468079"
,Hay Airport,HXX,"-34.531399, 144.830002"
Hervey Bay,Hervey Bay Airport,HVB,"-25.320127, 152.880662"
,Humbert River Airport,HUB,"-16.489669799804688, 130.63027954101562"
Ghan,Henbury Airport,HRY,"-24.584, 133.236"
,Headingly Airport,HIP,"-21.33329963684082, 138.2830047607422"
Highbury,Highbury Airport,HIG,"-16.424148, 143.14534"
Horn,Horn Island Airport,HID,"-10.585636, 142.29277"
Hillside,Hillside Airport,HLL,"-21.718283, 119.440334"
,Halls Creek Airport,HCQ,"-18.2339, 127.669998"
Hermannsburg (Ntaria),Hermannsburg Airport,HMG,"-23.926485, 132.807798"
,Hamilton Airport,HLT,"-37.64889907836914, 142.06500244140625"
Lajamanu,Hooker Creek Airport,HOK,"-18.3367004395, 130.638000488"
Mount Hotham,Mount Hotham Airport,MHU,"-37.0475006104, 147.333999634"
Long Island,Happy Bay Helipad,HAP,"-20.3358, 148.8525"
,Hopetoun Airport,HTU,"-35.715302, 142.360001"
Hope Vale,Hope Vale Airport,HPE,"-15.2923, 145.1035"
,Horsham Airport,HSM,"-36.669700622558594, 142.17300415039062"
Shelburne,Heathlands Airport,HAT,"-11.7369, 142.576996"
Hughenden,Hughenden Airport,HGD,"-20.815001, 144.225006"
Japal Camp,Iron Bridge Mine Airport,IBM,"-21.287575, 118.88252"
Indulkana,Indulkana Airport,IDK,"-26.965435, 133.321989"
,Innisfail Airport,IFL,"-17.559401, 146.011993"
,Iffley Airport,IFF,"-18.899999618530273, 141.2169952392578"
,Ingham Airport,IGH,"-18.664149, 146.145804"
Inkerman,Inkerman Airport,IKP,"-16.229225, 141.434607"
Injune,Injune Airport,INJ,"-25.851, 148.5497"
,Innamincka Airport,INM,"-27.697589, 140.739498"
Inverway,Inverway Airport,IVW,"-17.8411006927, 129.643005371"
,Isisford Airport,ISI,"-24.25830078125, 144.4250030517578"
Inverell,Inverell Airport,IVR,"-29.888299942, 151.143997192"
,Jabiru Airport,JAB,"-12.658056, 132.894638"
Jundah,Jundah Airport,JUN,"-24.838045, 143.061962"
,Julia Creek Airport,JCK,"-20.66830062866211, 141.72300720214844"
Jurien Bay,Jurien Bay Airport,JUR,"-30.302699, 115.055551"
Kalumburu,Kalumburu Airport,UBU,"-14.28784, 126.633182"
Karara,Karara Airport,KQR,"-29.217223, 116.687154"
Ken's Bore,Ken's Bore airport,KYB,"-22.15722, 116.156223"
Kambalda West,Kambalda Airport,KDB,"-31.1907, 121.5978"
Kalbarri,Kalbarri Airport,KAX,"-27.692813, 114.259169"
,Streaky Bay Airport,KBY,"-32.836621, 134.292991"
Petermann,Kings Canyon Airport,KBJ,"-24.260229, 131.488924"
Petermann,Kings Creek Airport,KCS,"-24.421285, 131.819458"
Koodaideri Mine,Koodaideri Mine Airport,OOD,"-22.504291, 119.07683"
,Kerang Airport,KRA,"-35.751399993896484, 143.93899536132812"
,King Island Airport,KNS,"-39.877498626708984, 143.8780059814453"
Kirkimbie,Kirkimbie Station Airport,KBB,"-17.7791996002, 129.210006714"
,Kalkgurung Airport,KFG,"-17.431900024414062, 130.80799865722656"
Maramie,Koolatah Airport,KOH,"-15.888484, 142.439461"
